train_acc,train_loss,val_acc,val_loss
0.010694736842105264,4.827323,0.024800000000000003,4.5659676
0.03562105263157895,4.3888855,0.0604,4.136276
0.0757684210526316,3.998175,0.09480000000000001,3.8678854
0.10734736842105265,3.784943,0.12159999999999999,3.6687074
0.13741052631578948,3.6023798,0.15439999999999998,3.4829779
0.16888421052631578,3.4196754,0.1864,3.3093607
0.1941263157894737,3.2674048,0.20720000000000002,3.2223148
0.21861052631578948,3.139925,0.22880000000000003,3.1171055
0.24134736842105264,3.0145736,0.24760000000000001,3.0554724
0.26399999999999996,2.9004965,0.2552,2.9390912
0.27898947368421056,2.815607,0.2764,2.9205213
0.29532631578947366,2.7256868,0.2968,2.7410471
0.31138947368421044,2.6567938,0.3016,2.7083752
0.3236842105263158,2.595405,0.322,2.665904
0.33486315789473686,2.5434496,0.3176,2.688214
0.3462526315789474,2.5021079,0.33159999999999995,2.648656
0.35381052631578946,2.4609485,0.342,2.5658453
0.36157894736842106,2.4152951,0.34119999999999995,2.5403407
0.36774736842105266,2.382958,0.3332,2.6936982
0.37753684210526317,2.3510027,0.36160000000000003,2.4663532
0.38597894736842114,2.319616,0.3608,2.4559999
0.3912421052631579,2.294115,0.3732,2.3644555
0.39840000000000003,2.2598042,0.3716,2.4516551
0.4036,2.2318766,0.37439999999999996,2.4189563
0.4105263157894737,2.2035582,0.3772,2.3899698
0.41501052631578944,2.1830406,0.3876,2.3215945
0.4193263157894737,2.158597,0.37800000000000006,2.3831298
0.4211578947368421,2.148888,0.38160000000000005,2.3436418
0.4260842105263159,2.1250536,0.39840000000000003,2.3471045
0.4313684210526315,2.107519,0.4044,2.2744477
0.4370526315789474,2.0837262,0.398,2.245617
0.439642105263158,2.0691078,0.41200000000000003,2.216309
0.4440842105263158,2.046351,0.4096,2.2329648
0.44696842105263157,2.0330904,0.4104,2.1841388
0.4518105263157895,2.0200553,0.4244,2.1780539
0.45298947368421055,2.0069249,0.42719999999999997,2.1625984
0.4602105263157895,1.9896894,0.4204,2.2195568
0.46023157894736844,1.9788533,0.4244,2.1803434
0.46101052631578954,1.9693571,0.4128,2.1858895
0.46774736842105263,1.9547894,0.4204,2.1908271
0.4671157894736842,1.9390026,0.4244,2.1841395
0.4698105263157895,1.924038,0.424,2.1843896
0.4738736842105264,1.9161719,0.43,2.154806
0.47541052631578945,1.9033127,0.4463999999999999,2.1130056
0.48,1.8961077,0.44439999999999996,2.113019
0.48456842105263154,1.8838875,0.43079999999999996,2.1191697
0.4857263157894737,1.8711865,0.44920000000000004,2.1213412
0.4887578947368421,1.8590263,0.44799999999999995,2.1077166
0.49035789473684216,1.8479114,0.4428,2.0737479
0.4908421052631579,1.845268,0.4436,2.07655
0.4939368421052632,1.8336699,0.4548,2.0769904
0.49924210526315793,1.8237538,0.4548,2.061769
0.49677894736842104,1.8111013,0.44240000000000007,2.0676718
0.5008842105263157,1.8031327,0.4548,2.0859065
0.5,1.8026625,0.458,2.0704215
0.5030736842105263,1.792004,0.4596,2.1113508
0.505578947368421,1.7810374,0.45679999999999993,2.0382714
0.5090315789473684,1.7691813,0.4444000000000001,2.0911386
0.512042105263158,1.7633294,0.4616,2.0458508
0.5142736842105263,1.7549652,0.4464,2.0786576
0.5128421052631579,1.7518128,0.4656,2.026332
0.518042105263158,1.7420768,0.46,2.0141299
0.5182315789473684,1.7321203,0.45960000000000006,2.0226884
0.5192842105263158,1.7264535,0.46279999999999993,2.0182638
0.5217894736842105,1.7245325,0.46399999999999997,2.0110855
0.5229684210526316,1.7184331,0.46679999999999994,2.0191038
0.5227578947368421,1.7116771,0.4604,2.0334535
0.5245894736842105,1.7009526,0.4692,2.0072439
0.5262315789473684,1.6991171,0.4700000000000001,2.0296187
0.5278526315789474,1.6958193,0.4708,1.9912667
0.527157894736842,1.6907407,0.4736,2.006095
0.5299578947368421,1.6808176,0.4715999999999999,2.012164
0.5313052631578947,1.676356,0.47239999999999993,1.9955354
0.5338315789473685,1.6731659,0.47839999999999994,2.005768
0.5336000000000001,1.662152,0.4672,2.015392
0.5354736842105263,1.6638054,0.4692,1.9890119
0.5397894736842105,1.6575475,0.4768,2.0090258
0.5386526315789474,1.6595734,0.4824,1.9728817
0.5376631578947368,1.6536722,0.4816,1.9769167
0.5384842105263159,1.6495628,0.47600000000000003,1.9980135
0.5380842105263157,1.6488388,0.478,1.9884782
0.5393473684210528,1.6408547,0.48,1.9772192
0.5415157894736843,1.632917,0.4828,1.9732709
0.5394947368421052,1.6340653,0.4776,1.9623082
0.5429052631578948,1.6340532,0.47759999999999997,1.9812362
0.5452421052631579,1.6246406,0.48119999999999996,1.9846246
0.5436210526315789,1.6288266,0.4864,1.9822198
0.5437684210526316,1.6240481,0.48279999999999995,1.9768158
0.546357894736842,1.6208181,0.4804,1.9625885
0.5485052631578946,1.6164333,0.47839999999999994,1.9738724
0.5466736842105263,1.6169226,0.47800000000000004,1.9842362
0.547621052631579,1.6159856,0.4828,1.9709526
0.5480421052631579,1.6175526,0.48560000000000003,1.967775
0.5468421052631579,1.6149833,0.48119999999999996,1.9626708
0.5493894736842105,1.6063902,0.4835999999999999,1.96621
0.5490736842105263,1.6096952,0.48120000000000007,1.9742922
0.5514736842105264,1.6084315,0.4867999999999999,1.9604725
0.5489263157894737,1.6069487,0.4831999999999999,1.9733659
0.5494947368421053,1.6030664,0.49079999999999996,1.9693874
0.5516842105263158,1.6043342,0.486,1.9647765
0.552442105263158,1.6039867,0.48480000000000006,1.9649359
